,reviews,ratings
20427,Sticky like everyone says but mess around with it enough and you can figure out how to wear it.,3
20428,Worthless. More trouble to send it back than worth of my time.,1
20429,"great smell.

does not leave residue

or weigh hair down",4
20430,Smells great but very subtle. I would recommend layering with the body lotion.  I love Kai because it doesn't smell artificial.,4
20431,Makes you extremely sticky. Does not moisturize. My legs still have scales from being dried out from the pool. Citrusy scent is unisex.,1
20432,Smells like orange at first but then smells putrid like skunk!,1
20433,Theyre great for exfoliating.  I used them Himalayan body scrub.,5
20434,These colors are very pretty and you can do a lot of nail designs with them.,4
20435,I loved my brushes the pouch is so cute. I will be buying again for $4 bucks cant beat that.,4
20436,"love it, hard to find a good match for my skin tone! but this is perfect.",5
20437,The smell was a little too light but still was nice especially as a tonic for my face!,4
20438,I like it a lot seems to help with wrinkles and as a moisturizer .  I would recommend it.  Great,4
20439,One of the compartments was broken and all of that colors gems were lost in the package when they arrived.,3
20440,the lotion was broke and spill all over inside the box when i opened my package,1
20441,I have waited patiently for this to come thru the mail. I am happy it finally came so I can actually use it.,3
20442,"Not as realistic as I would have liked, but soft and cuddly",4
20443,My daughter liked how easy to use the clips were but found the hair to be thin and hard to brush.,4
20444,"Good mouth wash. Isn't as strong as lsiterine. I like the burning sensation, but this mouth wash didn't give me that.",4
20445,Not sure if it's working. Used for a year. Will keep taking,3
20446,"While the dentist swears by this, I am not so sure that it was worth the money.  It was a good price.",3
20447,Not happy!!!! Second time I tried to use it a row of the brush came out!  Would not recommend this prouduct,1
20448,It was a bit too wide for my hair tape extensions. I recommend the second size down.,4
20449,I have been using Aqua Velva for over 30 years. This is  a knock off. Smells rotton,1
20450,Works well and smells great.  Better than other baby soaps we have tried.,4
20451,"This is a good product. It's true that it ""balls up"" less than talcum powder and the scent is nice.",4
20452,"Nice compact size; works as expected; use it to cool off my Westie, my support dog",4
20453,I ordered lip studs and received an ear cuff?? So annoying...thumbs down!!,1
20454,I prefer medium golden brown but it was not available.,3
20455,"Very pretty, but the ""combs"" that hold it on jab my head and give me a headache after an hour or two.",3
20456,I still have no idea why 6 colored pen with all black ink.,4
20457,Arrived okay. Kind of smaller that I thought it would be,4
20458,Worst blades ever had.  Nail clipper sharper than these blades.,1
20459,"Works ok. sometimes won't turn on, I unplug, clean out, refill and try again, usually it works...",3
20460,There's always gunk left on my teeth after brushing that I can easily scrape off with my nails...,2
20461,Must have for my shaver so I must buy these unfortunately,3
20462,Microfiber material is great for makeup removal. The silver infused material is great for acne prone skin since silver is antibacterial.,5
20463,This is a great stand--very easy to keep clean and it looks very nice on the counter...,5
20464,"works well, but as stated by another, it is not as powerful as the older model it is replacing",4
20465,Turns Black.......none of the urban spa products are good. Other brushes also turned Black from barely any use.,1
20466,Arrived opened  and leaking all over the box.  Tried shampoo but didn't help at all.  Still so itchy.,1
20467,They are not sharp. I ordered three and all three are dull. I would not buy them again. Now I have met the word requirement.,2
20468,This is a nice cream. Smells great and isn't greasy,4
20469,Maybe I didn't read enough but 3D was cool just not expecting the glow in the dark. Scared me a little the 1st night. Surprise,4
20470,"The pin is pretty but I wish it was bigger since i want to use it for my wedding. Unfortunately, I had to return it.",3
20471,Wow. very powerful. I really like using it and makes me want to floss more often,4
20472,Great product for my hair.  I really liked the price.  I would definitely recommend this product to my family and friends.,5
20473,great scent and gift for teen; hard to find scent after fall,5
20474,"They are not what I was expected, need to be more delicate and need more direction since you need a cream that nobody mention",2
20475,Broke within the first day. On the bright side I found the skull and make a necklace out of it. Best part of my purchase unfortunately.,2
20476,It broke for no apparent reason the very next day. Not happy,1
20477,Excellent product!  Received in good time.  Thank you!,5
20478,Good and easy to install.  Shipment arrive on time.,4
20479,I brought one these  gribs and have used it and the waight is heavy but it works great for me and easy to change tip .fast clean up,4
20480,"ni-cad batteries - so last decade.
not replacable - in LESS than 3-5 yrs this is just trash.
other than that.  a very good shaver",3
20481,I was hoping for something that would reduce the smell of the chlorine. I would not buy it again and stick with Nivea.,2
20482,Broke! I kept the ring part because it was cute lol,2
20483,Way darker than the picture. Does not work with my skin tone at all.,3
20484,I use Revlon pearl polish. Adding this is like adding water. I've ruined the whole polish left in the bottle I had.,1
20485,so far so good. does the job as is written and have clean cuts....just for the sake of words here!!!,4
20486,"Love the smell. Doesn't last long, but smells yummy until it wears off. Nice floral/grape smell. Must buy more when I run out.",4
20487,The hair trimmed somehow sticks to the device leaving a mess. Would not recommend this product.,2
20488,"Highlighted and colored hair, but this product did nothing.  Maybe it is not intended for mostly blonde hair.",1
20489,For the price this seems to be a good quality mirror with a well made adjustable stand that seems to be sturdy enough for regular use.,4
20490,"It's good for those who wish to save money, ok lather, but there are better products IF you are willing to spend more money.",3
20491,"HORRIBLE, I opened it and it had 3 different holes. Worst durag ever",1
20492,I REALLY wanted to love this stuff but it will NOT stay on my nails. It starts to peel off in less than 24 hours.,1
20493,bad quality brushes fall apart from stems.. would not buy them again or recommend them to any one else UGGHHH,2
20494,This product was purchased for an aquaintance who has used it before.  Amazon price was the best price found.,4
20495,Love this stuff!  Can only get it on Amazon.,5
20496,I've always used Norelco and this new one is the best.  Longest battery life and lightest and includes an attached trimmer.,4
20497,Sometimes the adhesive is on the top and sometimes it's on the bottom and there is no way to tell ahead of time.,4
20498,Really happy with this Eye Cream. Helps with Crows Feet and i looked more rested.  I enjoy texture and coffe smell,5
20499,Within the first day of using i started to get waves pn the sides of my head and i am white,4
20500,This necklace is very pretty and shiny. It shipped faster than expected and good quality for such a low price,4
20501,"Very small, and the purchase came damaged and i was missing pieces. Never again.",1
20502,Combs/brushes are a little too long.  Worked great until last week when the switch started acting up and then just plain quit.,3
20503,I am no stranger to Honey Dust and will buy more in the larger quantity for myself as well. Worth the money.,5
20504,Bottom cracked within a few months and begin leaking slowly.,2
20505,I wish it had been pure. Has a pleasant and mild vanilla scent.,3
20506,"don't the correct port tip size, but WILL keep for FUTURE usages.",3
20507,"sory ,m ade  in china.  only problem holding my mach3 razor",4
20508,Use it often.  Serves the purpose for quick trims.,4
20509,Bad fix and don't make the texture effect. Useless.,1
20510,"I don't feel it works as a conditioned, but as shampoo and body wash, its good for my son.  The apple scent is fine...",4
20511,Not as advertised. Bristles are NOT soft. Also the head is on the large side. Does not measure up to the usual OralB quality.,1
20512,Super cute...20 days to get here....Earlier then expected though. I like how you can turn the bow into bunny ears!!!,4
20513,"i like it, but they don't last very long",4
20514,"did not like this product, eye shadow won't stay on the brush... bad quality, i guess its for littke girls",1
20515,I like them so much. They really work for me. Castomer forever!,4
20516,First week I had this brush it fell apart in my hands!  Wouldn't buy another one,1
20517,"Ordered two, one of them didn't have the cap tightly closed so half of the liquid was leaked out. Bought it from OxKom.",1
20518,Love this product my skin is feeling softer after just one week I would highly recommend the Argan Oil,5
20519,Have been using this for awhile now.  Works as directed.  Arrived quickly.,4
20520,"Provides amazing benefits - no false advertising here..  Makes me feel much better,",5
20521,Does not work. was does not harden and if you use the strips the was still sticks to your face.,1
20522,Good it keep your body hair low but not shave.  But for an individual that want to keep it low without inrritation is good.,4
20523,Not big enough for the amount of hair I have :(,3
20524,Super Super thin. Lasted a few days. Not a good product at all.,1
20525,I was glad I found these curlers since i could not find this size in local stores. The are the right size for my hair.,4
20526,"I love this product,as I have used it for many years, but the cost from amazon is too high.",3
20527,Not like it use to be. This stuff started breaking me out.,2
20528,Good product. The downside is that it got here 2 days late. The ponytail holders seem to lose their elasticity quickly.,3
20529,"This seems to clean my gums quite well.  When I add a little white vinegar, it cleans the tarter off even better.",4
20530,"Very nice soap. Easily washes away, good for skin.",5
20531,Too thick to dispense easily and doesn't rub in well. No visible results.,1
20532,"great quality but very delicate, broke easily but is easy to fix with a little hot glue.",4
20533,I loved it when it arrived... It broke within 24 hours,2
20534,Somehow it cracks and you end up without lipstick in some lips areas.,3
20535,I have really DRY hands and have used ALL different type of lotion! This seems the best where it heals and gives moisture to my hands!,4
20536,Cute color but it came detached from the tube and when you roll up to apply it falls right back down.,1
20537,"DOES NOT RELIEVE MUCH OF MY PAIN,BUT DID NOT EXPECTIT,BECAUSE IT IS TO SEVERE",3
20538,you should post size for better description size is to small,3
20539,Product was delivered on time - I used this for 1 month and did not notice much of a difference,2
20540,Haven't really a big enough major improvement over the natural healing process to justify the purchase.,2
20541,"Product was hard to push through the tube, hard to apply, appeared old as it crumbled along the sides.  Would not recommend.",1
20542,It has been remarkable experience since I had Braun Series 5-590cc. Shaving with Braun Series 5-590cc is the motivation that I get up in the morning.,5
20543,I smell like orange juice and it is a little sticky just like you put orange juice on your face,4
20544,Effective but tends to break. A great deal for the price.,4
20545,"Sharp, Shaves me good, could get more uses out of it, but my facial hair is very thick and coarse! Overall very pleased!",4
20546,"stiff too hard to bend around wrist, will try again because they are so cheap. not like it cost a fortune!",3
20547,Cliradex does a wonderful job of cleaning the eyelids. Helped alleviate itchiness around my eyes,1
20548,Curler doesn't curl that well and mascara is clumpy - don't recommend,1
20549,I have had this shaver for a month and it is still holding the charge.  Gives an excellent very close shave.,5
20550,It does not get hot enough to make a difference with my hair.,2
20551,My back tooth is sensitive.  Can't get stip to stay on my back tooth.,2
20552,Dr recommended and I am going to be sure to use this shampoo once a week for my itchy scalp because it smells attractive.,5
20553,Yes I like it and it what I was looking for and needed for my thick toe nails and callouses,4
20554,"I thought I was buying the jar but all I got was the cover, expensive at $14.95",1
20555,What a wasted of money! Simply did not work for us. Didn't protect scalp at all.,1
20556,"I. Noticed a little of hair growth, and it lathers up good. I would recommended this product. Its at a good price, too.",5
20557,"It hard to spend $4+ dollars on soap, but my bf needed it for his back-acne and it did work wonders!",4
20558,"Very nice natural scent, but it is strong. Soap is also a bit drying for winter. but still nice to use with a after shower lotion",4
20559,This is a great product and I highly recommend it for others to use.  Give it a try and you'll like it too!,5
20560,"I reallly should get a new one, thus I would return the broken one. Pls help me. Pls make this right.",2
20561,the only thing this did for me is cause acne.,1
20562,love it. will continue to use all products from herline,5
20563,"Smells great and does an excellent job of moisturizing! The price can't be beat here, a salon charged my three times as much.",5
20564,Great blades for a great price.  I'm a fan of it's level of flex and thickness.,5
20565,I have very close places in-between my teeth. This is the only thing that works for me and my bridge.,5
20566,"I cannot swallow the huge vitamin C tablets so turned to this liquid form. Not only is it easy to ingest, it's tasty too.",5
20567,I used this product after shaving several times. It doesn't work very well.,2
20568,"Cleans and smells really good. Good value for this soap. Had it in my subscription so got an even better price for it,",5
20569,I wish the end was a little more curved so it wasn't so easy for the roll to slide off during use. Otherwise very functional.,4
20570,I love super hit cones but these are not or this sellers batch is spoiled or something,1
20571,"Have used it in the past and enjoy the close shave it provides, and the pleasant smell.",5
20572,I think this works really well.  I have had no irritation so it must be working,4
20573,The servo works great. I use it with my Adafruit motor shield and Arduino UNO. It is used to swivel a ping sensor for a robot.,5
20574,"Nice Brush, just loosing a few to many hairs.",3
20575,"So far is good , still is not time to write a review
I will do it later when I finish the facial cream",4
20576,We are using this for my kids haircut. It works well.,4
20577,Having to cut mesh away from flowers and triming ribbons... Just wanted it baby shower ready,4
20578,Purchased this as recommended by my dental hygentist.  Had it a couple of months and so far the only complaint I have is it's very noisy.,4
20579,"Too peperminty of a scent for me. Doesn't smell ""pretty""",3
20580,Very sticky but maybe if I use it in a different way it will work!,3
20581,One of the brushes came off but other than that I like it,3
20582,About half of these are too big to use as nail art. Definitely not as full as the picture shows.,3
20583,Its not worth it. It makes penis numb with no sensation. Its better to have without applying anything. Not recommend.,1
20584,"Order a few sizes up, because these were really small.  Gave them to my daughter.  They would be very comfortable if they fit!",2
20585,"This shampoo does what every other shampoo does,except harm you.",4
20586,Works great for tattoo aftercare and many other skin needs. Highly recommended.,5
20587,Very good product. Fits the electric shaver well and works well. Would buy these again when it is time to replace.,4
20588,The bar of soap was packaged very well. The soap didn't have a very strong fragrance. Disappointed.,3
20589,Did not work for me.  Left lots of hair and bumps.,2
20590,Feels so good on my scalp and the green apple scent smells nice. Really helps with dandruff! I'm ordering this again!,5
20591,works great to protect the little guy. easy to wash and maintain small and easy to take along with you,4
20592,Have been unable to even use this as it did not come with a US/Canada plug. It will not fit a US outlet.,1
20593,Purchased two and like the product. My skin is very dry and always looking for good moisturizers to use day and night.,4
20594,Keeps the alcohol at my fingertips and does not evaporate. Wish it did not say alcohol on it. Might use it for other liquids,4
20595,Nicely scented.  Does what it's supposed to do.,4
20596,This is a nice waxer. I gave it 3 stars because it arrived with a broken top.,3
20597,Am pleased with the results of the waterpick. Does a great job and massages my gums. It was a worthwhile purchase!,4
20598,Having just recently gotten new uppers I needed a PRESSURE WASHER  or my teeth it works well.,4
20599,Very well made stand. However it doesn't hold the Parker brushes they recommend to get with it.,3
20600,Product is alright. Made a little cheap but I got a good couple of months use of them. Great for practicing makeup in the meantime.,3
20601,Didn't like the color at all.  looked like a Kool-aid stain on my lips,1
20602,"I am using this product years ago
I never think that i can find it online
That's make me happy",5
20603,This is very good to clean in difficult areas.  It works well (and keeps on working!).,4
20604,Not too pigmented. Have to apply a few coats and reaply within a few hours. Nice shade though and cheap price,3
20605,This stuff breaks and is worthless.  Get Colgate for the best.,1
20606,"For the price, these mints are a total rip off. They do nothing for me.",1
20607,The best shampoo my family have ever tried. Suits everyones needs. Cleans and has healing properties.,5
20608,These put unnatural pressure on the eye balls.  These goggles are uncomfortable and I am concerned about the potential for eye damage.,1
20609,Did not reach to this day I do not know where my money went not up to something I do not know whether this kind of monument ......,1
20610,I like the product but the bottle was not brand new as listed.,3
20611,Came without a screw on the end to keep the brush on the wand  - un useable .. too bad - nice piece of equipment otherwise.,2
20612,"its plastic and black, should last awhile as long as you treat it nice. very thin, china made. Good price but could be better.",4
20613,This item is white and gloppy and shows on your eye line. I would not recommend this product.,1
20614,This is not anything great.  Not nearly worth what is goes for.  Did nothing for my dry skin.  Shea butter much better and cheaper.,3
20615,These are a great massage oil and the price is right but I didn't love all of the smells.,4
20616,Replacement parts went together easy just like original. Wore hole in foil upon first cleaning. Product was complete disappointment.,1
20617,"sometimes it is difficult in registering right away. have to move from finger to finger, but it does the job",4
20618,i love my rollers for my micro pedi..They work great & with sandal season starting up I got them just in time!!,5
20619,Son really likes his new tooth brush and looks to be working as he teeth are already whiter.,4
20620,You cannot beat this stuff for the price and effectiveness of the product.,5
20621,Eventho Idk how to put make up I ordered this and I love the brushes its soft..thanks and also came in early than the estimated date posted.,4
20622,Didn't even take it out of the package....and it was already broke!,1
20623,I love this shade of makeup. I just can't find it in a store where I live.,5
20624,I was not given the magnetic stud that was pictured. I was given a silver ball with no gem.,1
20625,"Best stuff, smells great, tames frizz and leaves shiny!",5
20626,Do NOT get in eyes.  You'll think  you have cataracts.  Don't really feels it enhances shine.  May work for you.,3
20627,"Not much sharp as expected,but its cost very less",3
20628,great razor that gives a close shave and makes my skin feel smooth very happy with it.wife loves to touch my face after,5
20629,"It only has a slight hold for 4C edges, especially if you sweat a lot around your head.",3
20630,Not dense at all flimsy and not worth the money. Passssssss thank you very much. Save your dollars up and buy something worth it.,1
20631,"Totally awesome, it dries my hair and style at the same time.",5
20632,"Nice looking bowl, outside was sanded smooth and varnished. The inside looks unfinished (not sanded) but varnished over the rough wood.",3
20633,"I would strongly consider this product. My dentist recommended it and it works great, just takes some getting use to it..",4
20634,It made my rash under the girls get even worse - left foul smell and peeling. Not getting it ever again...,1
20635,Works as it claims but takes time .I started seeing results after a month of use.,4
20636,It haven't  worked out for  me  still have the dark spot.,2
20637,"Has zinc oxide in it, which is used on all kind of skin conditions.  This is a helpful powder.",4
20638,This product is okay. Haven't yet experience the whole Retinol wrinkle and fine lines minimizer experience yet.,3
20639,Such a pretty color. Not as satiny as I had hoped but very flattering and lasts well.,4
20640,FIRST TIME OWNER OF WATERPIC AND VERY PLEASED WITH THIS PRODUCT.  VERY EASY TO USE AND VERY EFFECTIVE CLEANING TOOL WOULD HIGHLY RECOMMEND THIS PRODUCT.,5
20641,very poor quality durag very horrible poorly sown and less then 2 weeks it has a hole it in avoid this man frfr,1
20642,I have loved this scent since childhood.  I use this product daily to freshen sheets.  Works very well for me.,4
20643,"Nice design, nice tools provided but is now leaking water like a sieve.",3
20644,"Love the scent, very nice, but ... Left hair dry course, and odd feeling.  Returned for refund",1
20645,"Best purchase I've made in eons, love it!!!",5
20646,"great for scars, apply to area twice a day and it sill fade",4
20647,Sharp and very smooth. Works well in all of my razors. Definitely on my short list of buy again blades.,5
20648,The package came and the cream box was damaged and ripped and cream was half gone and all over! Also was not sealed!,1
20649,it is shimmery and for me i have acne so i feel it makes the acne show more for a high brand i thought it would be nicer,3
20650,The stones were missing from more than two of them and there wasn't but like 3 different colors :-(,1
20651,"Smell and presentation lovely; however, after use of body lotion, I had an allergic reaction and had to wash off completely.",2
20652,i was told to buy this for tattoo healing and within days it gave me acne on my arm. too greasy for me,2
20653,"Its like my old one It works just fine, I am use to the performance.",4
20654,I have got very frizzy hair. But this product works great for frizzy and dry hair. It actually smoothens them leaving them soft and silky.,4
20655,great product but I was surprised the bottle was so small especially considering the price,4
20656,"hold really well in fine hair , and not an over the top display . simply sweet like my little one",5
20657,"Call me silly, and maybe the deminsions were posted but these were a lot smaller than I expected. They are difficult to put on.",3
20658,Just a few drops on the beard produce a very smoth electric razor shave. It's a must have for electric razor users.,5
20659,"It was a waste of money, almost no air blowing from this unit and the brush is not spinning.",2
20660,Super happy with this tape.. and I loved the little picture business card and sweedish fish too. Super cute,5
20661,Didn't really make a difference in my hair. And was too expensive for the price I bought it for.,3
20662,"I didn't buy it I'm just here to say that this is a conditioner, I was confused at 1st",3
20663,Very happy with the razors! Glad I got the 100 ct!,5
20664,I have taken this fir about 11/2 week and a notice a lenght increase ..I was surprised. It was not huge increase but noticible.,4
20665,Does not shave as close as expected. Noisy. Trimmer not as good as those on other shavers. Would not recommend.,1
20666,"Stylish and affordable product, does the job. Merkur Futur and Edwin Jagger brush fit perfectly.",5
20667,This works. It doesn't even change any eating habits like other products.,5
20668,It's a sturdy comb that does its job. Not much else to say.,5
20669,"Works pretty well, but is a little noisy. Seems like an evolved, well thought out product. And it's more fun than flossing.",4
20670,"The best, thick moisturizer to lock in the hydration. Has many uses!",5
20671,"It works well for the price but if you but invest in a man's shaver, it will be more powerful blades sharper.",4
20672,My favorite color--very natural. long lasting. The only blush compact I've ever used that hasn't ended up cracking sometime during use.,4
20673,The solid cocoa butter does a good job of relieving dry skin and doesn't have the overpowering cocoa butter smell.,4
20674,The dish was excellent and as represented in the description and as pictured was accurate.  I can recommend this small dish highly.,5
20675,It stopped working after four days. Used it for fifteen minutes twice a day.,1
20676,Does not stay on your head too well. And it's quite heavy.,3
20677,Love these products. It's the only thing that works for my little's fine curly hair,5
20678,Goes on smoothly and has a nice matte finish.  Love it,5
20679,"This was so tiny, I feel like I was deceived",3
20680,"Half of these broke upon first use. They look nice for a matter of seconds, then fall apart immediately.",1
20681,It's more of a purple color and I'm not a fan. It feels okay but I wouldn't buy it again,2
20682,Was a gift. Granddaughter loves patchouli so loved it!!! The soap smell wonderful and the scent filled the room!!,5
20683,Works ok but a lot noisier than my last one which was the same model,2
20684,This is not a product made by the Body Shop - this product was made in China.  I knew immediately it was FAKE!,1
20685,As soon as I took it out the bag 4 out of 10 brushes broke,1
20686,"Good price. Recommended for all my friends.
This site is easy to used. I like it. Thank you so much.",5
20687,"This is not a thing except with hookers maybe. Now the color of our labia is imperfect? Jesus, patriarchy, enough already.",1
20688,"It Was what I was what I was looking for, and it was user friendly. I am pleased with my purchase.",4
20689,"transaction was smootha and easy, product met my expecations, delivery was on time, actually was delivered before expected time.",5
20690,THE AROMA AND TEXTURE ARE NICE--I LIKE THE CITRUS AROMA,5
20691,I got a urinary infection because it's not good stainless steel.,1
20692,It is awesome - it's made doing nails so much easier ,5
20693,Needs to be plugged in all the time after a few weeks. Def closet shave though. Worth the 50 bucks.,3
20694,I should have bought this years ago! Very functional and well designed.,5
20695,Might just be a bit too much hold for my fine curls.,4
20696,I have mature complexion and I feel neutral about this cream. Don't think I would buy it again.,4
20697,"Thank You, I only wish it was more affordable.",5
20698,"After using for a month, I still have blackheads.  Also, the peppermint scent is too strong, makes my eyes water.",2
20699,This is a great wash that both my teens are using.  I like the fact that it foams and i works well with their clarisonic.,4
20700,"I only ordered these for the red one & it wasn't the same rich red, it was a brighter orange red. Dissatisfied.",2
20701,tarnishes real easy.  I threw these away.  but okay for the price you can give them away as prank gifts.,2
20702,My grandson is three years and two months old and would not use it. The vibration is too strong.,1
20703,Great replacement cartridges for my Braun shaver. They work just fine. Clean like they're supposed to.,5
20704,"Bought for my son, he seems to like it.",4
20705,"not actually a ""brush""  It does not hold my hair well",2
20706,"1st purchased this product at Whole Foods, I really like it alot",5
20707,"Good shaver, wish there was trimmer comb that was even shorter.  Overall good shaver, would buy again.",4
20708,Great and has plenty of space! Only downside is there is no mirror.,4
20709,This rasor blade is not as sharp as I thought. I like better the gilette.,3
20710,They do roll up. Insert pad are too small for cup size and roll around.,2
20711,"I am 65, so I have to give it some time, but my skin feels softer after only a couple of weeks of use.",4
20712,The light shines right in eyes causing difficulty getting a good view of bottom of feet.,1
20713,Very functional.  We found this to be the best type of flossing material.  Prompt delivery.  We previously ordered this and would order it again.,5
20714,I just gave a 3 because I have no way of knowing if it's doing anything yet. I'm just hoping it will!,3
20715,"Have used this item daily, and it is very refreshing.  Love the feel on the face.",5
20716,Product arrived quickly in good condition.  Was just what I was looking for.  Makes all the difference in a great shave.,5
20717,"Love this brand, but don't feel right using it as long as it's tested on animals. Hope they become cruelty-free again soon!",1
20718,So much better than regular flossing I finally feel like I am getting a deep clean every morning and evening and its so convenient!,4
20719,"This iconic oral health tool does precisely what it supposed to do, comfortably and thoroughly.  You cannot improve on the original.",5
20720,I have been wearing this fragrance for years and the body cream luxurios. In fact I wear it alone for a longer lasting and subtle effect.,5
20721,"Some size are really to big for me , but overall I love them ..",4
20722,this product seems to work well and no harsh chemicals for parents of a young boy to be concerned about.,4
20723,Nice product but it is hard to get the last bit out of the bottle.,4
20724,The lotion version is better because the scent is irresistible but doesn't last long and is faint after using body wash.,4
20725,"Handy, easy to use, fits nicely in bathroom space, a bit noisy. Different heads are effective for intended use. OK",4
20726,they were smaller gauged then expected most  have stones were missing out of them.,1
20727,"False advertisement. I was expecting a silk PURPLE ""large scarf"" aka head wrap. I opened the package and it's black.",1
20728,My 93 year old father  loves this product. . . makes him look not a day over 80! lol!,5
20729,"It is pretty, but the wheel catches alot, it is loose, and it isn't as sharp as I had hoped.",3
20730,"Was surprised they came in a cream color instead of green like the picture, but they still get the job done",4
20731,It smells yummy and so many bubbles.  I love my bubble baths and this makes them so much better!,4
20732,"sweat went right thought within almost 2 hrs of wearing it, not the best",1
20733,"Like the scissors, but they are a bit longer than I had anticipated.",3
20734,Both pieces arrived in perfect condition.  Fit right into the razor no problems.,5
20735,Fits Edwin Jagger Kelvin DE safety razor and Vulfix 660 super badger brush very well. Seems to rather well made and sturdy.,5
20736,"I've owned Norelco shavers for over 40 years, this has to be the worst of them all!! I would never buy this shaver again!",2
20737,They're not the best quality but for my 9 year old they're just fine.,2
20738,"They came really nice, but when I put it on the first time it broke, but I easily fixed it",3
20739,Makes gross diaper changes faster! Less scraping of sensitive skin. Wish I had started using this sooner!!!,5
20740,Flaw: there was a split in the body of the glove near he cuff,1
20741,Did not help acne at all. I should send it back.,1
20742,I bought this for my son who was having gum problems.  He said the pik used fine and it seems to be helping his redness.,4
20743,Leaves my skin soft and wonderfully scented. Smooths and moisturizers well. Absorbs and does not leave my skin feeling sticky.,5
20744,"Nice packaging, and for over foundation, it could work well. I was looking for a full coverage powder and this is NOT it.",2
20745,"Repeat customer. I like the effects, and the lack of burn.",4
20746,"Works as advertised, no problems, keeps the shaver clean and nicer to use. But, getting a little pricey.",4
20747,The inserts are perfect for my shows and feel like I am walking on air! They are really comfortable too.,5
20748,"Diamond fell out of a few of them, but other than that they are really nice and lots of colors",4
20749,I like it. I would purchase again for the price posted.,4
20750,Great little set for teens or tweens getting into makeup.,4
20751,This didn't really work on my polishes. It just stayed in there.,1
20752,"Works pretty well, not as good as another brand i normally use. Seller does great though",4
20753,"The pad bubbled and didn't lay flat as I slept.  If you're thinking of purchasing this, keep looking. Skip this item.",2
20754,The scent is wonderful. I will definitely buy again. This product is great for acne.,5
20755,I now have enough finger nail clippers for years to come!!!,5
20756,"I still can not use it, in Paraguay voltios are 220 and this tem is for 110.",3
20757,"Better than expected
I love it, it dosen't look cheap!",4
20758,"I purchased this in June and it has already stopped working. I put in two new batteries, but it still will not work.",1
20759,It's a cheap brand that works just like the expensive ones! its GREAT! it has a nice matted look .,4
20760,I'm using this product along with Soda Bottle Preforms and Caps (30/pk) for long term freezer storage of Brewers yeast.,5
20761,Smaller than it appear on the picture. Does provide extra organized storage for the bag. Material is not as good as the other one I ordered.,4
20762,"smells delicious, cleans well, rinses off easily too. Moisturizing...I can even use this to shave. Great as a bubble bath, too!",5
20763,Junk unworthy of the Mitchum name.  I am returning my purchase.,1
20764,Ordered 50' of tubing but we only got 30',1
20765,Good product but I hardly seen any difference when using it. Over time (within 1 week) the product does not stick that well.,3
20766,Didn't care for this variant of Lustray spice. YMMV but I recommend going for their regular spice scent (orange).,2
20767,terrible secondary market with prices through the roof! better to throw away the skin rejuvenator and go to the spa for the money.,1
20768,"I swear by this :) I know it makes my skin tighter and targets fat burning in stubborn areas, like the lower back!",5
20769,"Expected the trimmer to have much power than what got. That said,  does the job,  and is very safe to use",3
20770,It really helped me do my daughter's hair for ballet.,4
20771,"Makes changing toilet paper roll so easy even my husband can do it. And, there are always spares available.",5
20772,The hook on the back doesn't stay closed. Otherwise performed as expected.,3
20773,They're sharp and cheap enough to replace every other day. Not as sharp as Feathers but are still good quality.,4
20774,I love the smell of this product. it is very gentle and I use it everyday. I will buy it again.,4
20775,Perfect snug little rings. Once you figure out how to put them in. They're fabulous.,4
20776,I was skeptical but am happy I have given it a try. My teeth look noticeably whiter after using this very easy-to-use product.,5
20777,"As described.  Prompt shipping  GOOD SELLER !!
Not as good as the origional with the round holes.
BUT aparently the mfg has changed the design.",4
20778,Wife said it's ok but not  what she was hoping for as far as end results,3
20779,Broke on the 2nd use.  My employee didn't tell me or it would have been returned...arrggh,1
20780,This was probably one of the strangest things Ive done but it works very well and the label provides clear instructions!,5
20781,"works great, gives protection throughout the day... Smells clean, you feel clean...  Dont get it in your eyes.  what else can one say?",4
20782,it's very drying and that's what I want to dry out my oily skin. I like it a lot.,4
20783,I like Neutrogena products but this one arrived unsealed. I do not use products on my face that are not sealed.,1
20784,This is very nice stuff...just a dab will do.  I put it on at night and in the morning my skin looks smooth and moisturized.,5
20785,Nail Art Gems were just as described. The case holds colors separate as they should be. I Would order from again! Thanks!,5
20786,Takes a little practice but works great. Excellant product especially if you have implants!,5
20787,These are a little small and uncomfortable.  These would probably be fine if you are a small person.  I prefer the podz eyebprotection.,3
20788,Bought it as a gift item and I have received glowing feedback.,5
20789,"This product is great for braces
The only problem with this product is that the button to release pik is very sensitive",4
20790,"A lot of fun to use, and exactly as they were advertised",4
20791,"These are so awesome. I got them weeks before the said arrival date, which was a huge plus. Very satisfied.",5
20792,Terrible service. Ordered these by accident and they will not give me my money back. The product may be cheap but that is not the point.,1
20793,Ok product the blades were not sharp. It burns after the shave and caused bleeding.,2
20794,"I will buy anotherone again, a very good product.",5
20795,Great product for people who do not have the time to floss.,4
20796,My old 9.99 electric shaver worked as good. Is it says 90.00 MSRP it bull.,2
20797,It really keeps the toes from rubbing together. This product was recommended by our podiatrist.,4
20798,well made tool. good buy for your money. recommend,5
20799,Excellent product. I wish I had started using it sooner. Everything it a was advertised to be. Easy to use.,5
20800,"little thicker than dog tags and a good deal heavier, they look cool though",3
20801,The ends are to big. And hurts when trying to put in your nose especially if you have just got your nose piercing recently.,1
